# Expression Atlas version: 0.1.4-SNAPSHOT
# Query: Genes matching: '' exactly, specifically expressed in any Developmental stage above the expression level cutoff: -0.1 in experiment E-MTAB-2812, filtered by Sex: hermaphrodite and Organism part: organism
# Timestamp: Tue, 28-Apr-2015 03:38:09
Gene ID	Gene Name	3-fold embryo Ce	4-cell embryo Ce	L1 larva Ce	L2 larva Ce	L2d-dauer molt Ce	L3 larva Ce	L4 larva Ce	adult Ce	dauer larva Ce	elongating embryo Ce	enclosing embryo Ce	fully-elongated embryo Ce	gastrulating embryo Ce	late cleavage stage embryo Ce	newly molted young adult hermaphrodite Ce	post dauer stage Ce	proliferating embryo Ce
WBGene00000288	cal-4	1	0.2	33	20	27	5	3	0.8	23	0	0.1	7	0.1	0.1	2	16	0.2
WBGene00000289	cam-1	159	35	49	33	21	17	6	44	18	167	31	140	63	220	15	16	104
WBGene00000292	cap-1	179	47	61	64	55	56	28	46	43	183	108	128	104	196	49	40	91
WBGene00000293	cap-2	152	51	133	76	94	71	56	95	100	145	282	127	206	180	63	58	151
WBGene00000294	cas-1	43	9	65	28	39	31	15	24	29	41	8	29	20	33	15	21	26
WBGene00000295	cat-1	4	0	14	5	6	2	0.9	0.5	4	2	2	8	0.4	2	0.4	4	0.7
WBGene00000296	cat-2	0.4	0.2	4	1	3	1	0.6	0.4	4	0	0.4	3	0.4	0.5	0.6	2	2
WBGene00000298	cat-4	15	0.2	43	24	70	58	24	22	14	17	11	11	7	19	51	23	2
WBGene00000301	cav-1	479	38	11	24	1	0.6	6	153	0.7	1973	3462	335	3058	3300	4	0.5	874
WBGene00000302	cav-2	46	0	21	14	31	9	6	1	14	27	0	47	0.8	6	3	15	5
WBGene00000308	C04A11.t1	0	0	4	0	2	0	0.8	0	5	0	0	2	0	0	0	6	0
WBGene00000310	C05C9.t1	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0
WBGene00000311	C05C9.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00000366	cbp-1	99	30	81	56	48	29	12	66	45	151	9	99	36	186	27	32	113
WBGene00000367	cca-1	7	0.4	17	9	8	5	1	1	9	8	0.5	15	0.4	6	2	7	1
WBGene00000368	ccb-1	56	3	54	33	26	16	7	4	21	31	2	64	3	12	5	16	8
WBGene00000369	ccf-1	121	69	50	47	47	50	27	117	38	101	81	94	104	120	55	42	255
WBGene00000370	ccg-1	13	0.1	368	104	512	92	45	63	323	10	0.6	50	0.8	8	47	293	2
WBGene00000371	cco-1	255	82	82	414	243	370	352	303	197	281	768	229	593	215	296	254	417
WBGene00000372	cyp-13A7	0.1	0	0.9	0.7	0.6	0.1	0	0.1	0.7	0.2	0.4	0.4	0	0.3	0.1	0.5	0
WBGene00000373	cyp-14A5	3	0.6	7	7	38	6	3	7	31	3	0.1	6	0.3	1	4	32	0.3
WBGene00000374	cyp-31A1	15	0.2	22	22	28	20	14	5	33	25	35	18	19	29	9	34	5
WBGene00000375	cyp-44A1	4	7	3	6	5	10	5	11	8	12	6	3	15	15	17	5	10
WBGene00000376	ccr-4	102	105	78	56	84	38	26	116	46	121	27	88	119	157	60	32	146
WBGene00000377	cct-1	109	146	65	213	113	175	77	234	140	75	132	140	163	86	158	142	306
WBGene00000378	cct-2	85	104	66	178	89	143	56	174	138	53	31	126	66	51	160	141	90
WBGene00000379	cct-4	115	84	197	214	146	189	82	177	454	66	42	137	139	60	183	263	162
WBGene00000380	cct-5	168	153	281	348	245	307	119	298	427	128	333	231	435	177	274	375	359
WBGene00000381	cct-6	76	95	62	199	109	170	69	199	133	49	43	116	58	61	151	140	87
WBGene00000382	cdc-6	14	15	6	11	11	14	7	29	21	24	20	12	46	34	31	16	28
WBGene00000383	cdc-14	50	25	111	20	33	14	6	36	29	92	16	48	45	103	24	24	54
WBGene00000386	cdc-25.1	23	55	9	9	12	18	9	89	21	21	12	20	29	21	79	15	114
WBGene00000387	cdc-25.2	87	24	10	12	6	6	3	29	5	175	84	82	135	224	7	3	173
WBGene00000388	cdc-25.3	11	50	0.1	0	0.3	0	0.7	29	0	4	2	10	37	5	15	0	54
WBGene00000389	cdc-25.4	5	0	0	0	0	2	4	2	0.2	0.1	0.5	2	0.5	0.2	3	0.1	0.6
WBGene00000390	cdc-42	326	99	256	93	122	130	53	121	119	316	96	247	160	379	119	107	150
WBGene00000391	cdd-1	26	0.1	47	29	9	23	24	6	7	41	10	20	5	31	10	7	2
WBGene00000392	cdd-2	22	43	18	32	19	27	17	48	23	23	32	16	43	23	40	16	102
WBGene00000393	cdf-1	33	5	30	16	20	15	7	13	13	24	3	28	9	18	10	11	16
WBGene00000395	cdh-3	30	3	4	6	0.7	5	0.6	0.9	0.8	38	0.5	13	0.7	22	0.8	0.6	4
WBGene00000396	cdh-4	48	15	9	18	4	5	1	10	3	82	2	44	17	83	4	3	38
WBGene00000397	cdh-5	86	1	2	22	2	5	2	0.8	2	43	0.4	56	0.5	10	0.8	0.8	8
WBGene00000399	cdh-7	0.1	0.4	0	26	5	44	2	0.3	0.6	0	0.1	0.2	0.2	0.1	0.5	1	0.3
WBGene00000401	cdh-9	75	0.2	10	9	1	3	2	0.7	0.7	31	1	47	2	13	0.9	0.8	5
WBGene00000402	cdh-10	0.1	0.5	0.1	33	5	42	2	0.3	1	0.3	0.3	0.5	0.2	0.4	0.6	0.9	0.5
WBGene00000403	casy-1	113	5	532	87	149	34	9	18	169	40	2	171	6	18	9	138	19
WBGene00000405	cdk-1	51	137	10	36	21	31	22	142	26	101	337	46	317	181	101	23	289
WBGene00000406	cdk-4	8	7	7	5	3	3	2	9	0.6	26	59	7	55	37	5	2	32
WBGene00000407	cdk-5	44	21	42	21	27	21	12	39	31	36	22	31	16	36	33	26	24
WBGene00000408	cdk-7	26	20	14	13	18	17	11	27	26	36	44	23	67	51	36	21	56
WBGene00000409	cdk-8	27	17	11	14	18	17	9	42	18	37	13	24	21	41	26	15	18
WBGene00000410	cdk-9	27	11	14	18	21	16	7	23	22	27	21	20	35	38	17	18	43
WBGene00000411	cdl-1	87	138	35	34	20	28	14	159	29	178	260	72	451	285	72	23	518
WBGene00000412	cdr-1	1	0	2	4	2	2	1	1	0.7	2	0	2	0	0.9	0.6	4	0.1
WBGene00000413	cdt-1	11	22	9	7	5	7	2	33	7	30	22	12	67	52	13	4	51
WBGene00000414	cec-1	145	6	132	46	64	32	20	13	38	319	397	110	240	354	19	40	54
WBGene00000415	ced-1	24	19	68	21	28	18	5	38	26	27	3	27	9	27	14	19	24
WBGene00000416	ced-2	21	52	15	10	11	9	8	46	16	19	29	17	35	22	29	14	70
WBGene00000417	ced-3	19	50	5	4	5	7	6	88	9	27	31	17	48	38	52	4	46
WBGene00000418	ced-4	16	13	13	10	8	8	5	17	9	40	19	16	38	43	19	7	35
WBGene00000419	ced-5	15	12	7	13	8	12	4	17	8	20	2	14	8	21	18	8	13
WBGene00000420	ced-6	20	12	21	10	9	12	5	23	11	25	7	13	9	24	13	8	11
WBGene00000421	ced-7	22	20	15	30	49	24	6	30	44	33	2	27	13	36	24	28	20
WBGene00000422	ced-8	10	3	0.1	2	0.6	0.8	0.6	3	0.6	15	12	5	22	21	1	0.7	14
WBGene00000423	ced-9	17	46	10	7	10	6	7	43	10	29	71	15	63	48	26	12	81
WBGene00000424	ced-10	41	14	46	25	14	25	21	24	14	49	28	37	35	51	21	22	34
WBGene00000425	ced-11	22	0.9	2	8	8	3	1	1	4	23	5	31	14	25	1	3	11
WBGene00000426	ced-12	39	12	27	14	20	16	7	21	25	35	8	41	26	40	22	17	33
WBGene00000427	ced-13	0	0	0	0	0	0	0	0	0	0.4	0.5	0.3	0.4	0.4	0	0	0
WBGene00000428	ceh-1	4	0	4	1	0.4	0.8	2	0.4	0.7	0.5	0.6	4	0.3	0.2	0.5	1	0
WBGene00000429	ceh-2	14	0	2	2	0.3	0.8	0.5	0.1	0.6	17	1	6	0.9	6	0.4	0.1	0.6
WBGene00000430	ceh-5	38	0.7	0.4	0.3	0.2	0.3	0.8	3	0.6	57	35	10	19	53	2	0.8	7
WBGene00000431	ceh-6	18	0.4	17	10	6	2	1	0.3	6	25	9	16	7	28	0.5	3	4
WBGene00000432	ceh-7	0	0	0	0	0	0	0	0	0.1	0	1	0.3	1	0	0	0.1	0
WBGene00000433	ceh-8	19	0	11	2	2	0.2	0.2	0.2	3	26	9	13	5	25	0.2	2	2
WBGene00000434	ceh-9	4	0	3	4	1	2	2	0.1	0.9	0.3	0	5	0.3	1	0.3	0.8	2
WBGene00000435	ceh-10	14	0.4	10	2	3	0.7	0.5	0.7	2	16	11	10	7	15	0.7	1	3
WBGene00000436	ceh-12	0	0	0.1	1	2	0.8	0.8	0	1	0	0	0.5	0	0	0.5	1	0
WBGene00000437	ceh-13	63	0.7	48	17	37	8	3	2	29	99	48	43	73	96	3	19	36
WBGene00000438	ceh-14	23	0	75	7	7	4	3	1	6	11	0.2	19	0.3	4	3	5	1
WBGene00000439	ceh-16	21	1	20	9	11	0.7	0.5	1	12	39	40	18	22	60	0.3	5	8
WBGene00000440	ceh-17	18	0	2	4	3	0.4	0.7	0.1	3	15	1	9	0.4	6	0.4	1	0.9
WBGene00000441	ceh-18	7	0.1	34	22	50	13	8	3	23	0.8	0.2	15	0.2	0.4	5	20	1
WBGene00000442	ceh-19	14	0	3	2	5	2	2	0.9	4	4	0.4	8	0.6	0.6	0.5	2	1
WBGene00000443	ceh-20	210	2	118	57	52	23	7	8	35	314	110	112	106	318	7	30	47
WBGene00000444	ceh-21	6	9	8	3	2	1	0.8	12	3	6	10	6	24	9	3	2	30
WBGene00000445	ceh-22	37	0	9	5	5	2	0.7	0.2	3	36	0.6	20	2	18	0.5	3	3
WBGene00000446	ceh-23	0.5	0	11	5	3	1	1	0.3	5	0	0	1	0.1	0	0.5	3	0.2
WBGene00000447	ceh-24	35	0	4	3	4	2	0.8	0.2	4	9	0.5	18	0.2	2	0.4	3	2
WBGene00000448	pros-1	77	0.2	50	14	11	4	2	0.8	12	85	6	55	6	61	1	8	7
WBGene00000449	ceh-27	37	0	27	8	9	3	2	0.4	10	82	44	35	53	90	0.9	6	31
WBGene00000450	ceh-28	3	0	0.2	0.1	0	0	0	0	0	0.3	0.1	1	0	0.5	0	0	0.1
WBGene00000451	ceh-30	18	0.1	1	2	1	1	1	0.7	1	24	16	12	4	26	0.8	0.7	4
WBGene00000452	ceh-31	19	0	10	4	5	2	0.5	0.1	4	17	4	13	2	13	0.2	3	2
WBGene00000453	ceh-32	119	0.6	58	17	18	7	3	15	15	131	27	101	45	163	2	10	40
WBGene00000454	ceh-33	3	0	14	2	3	0.7	0.6	0.1	4	0.5	0	6	0	0.6	0.4	3	0.3
WBGene00000455	ceh-34	82	0	52	8	12	5	2	1	10	95	12	64	15	81	1	6	15
WBGene00000457	ceh-36	12	0	13	1	2	0.5	0.3	0.5	2	11	69	12	62	44	0	3	27
WBGene00000458	ceh-37	65	0	59	12	11	9	3	5	13	72	22	37	26	61	4	9	18
WBGene00000459	ceh-38	65	33	78	25	33	23	7	53	32	75	16	56	50	85	27	22	74
WBGene00000460	ceh-39	11	19	15	4	3	2	0.6	32	3	9	7	8	26	10	8	2	89
WBGene00000461	ceh-40	8	7	3	0.8	0.5	0.3	0.4	8	0.6	8	43	7	92	24	2	0.5	54
WBGene00000462	ceh-41	8	5	4	5	4	4	1	8	4	12	8	6	21	13	3	3	12
WBGene00000463	ceh-43	79	1	22	16	14	3	2	16	11	174	442	55	227	285	1	8	97
WBGene00000464	ceh-44	47	10	19	13	12	11	5	14	12	44	4	36	14	30	13	8	17
WBGene00000465	cpg-1	23	659	5	3	10	13	28	1830	7	9	2	16	2	2	404	5	36
WBGene00000466	cel-1	34	17	18	14	20	18	9	20	24	45	15	29	31	44	26	19	29
WBGene00000467	cep-1	5	17	6	4	11	11	4	19	15	4	15	5	30	8	27	12	22
WBGene00000468	ces-1	14	0	0.5	1	0.1	0	0.1	0.1	0.1	39	14	7	7	48	0	0.1	4
WBGene00000469	ces-2	94	0.9	3	0.4	1	0	0.3	3	1	766	285	42	122	985	1	0.7	26
WBGene00000472	cey-1	1608	130	1167	391	345	379	226	279	353	1408	627	1144	367	1899	154	338	548
WBGene00000473	cey-2	49	601	4	11	30	63	191	1207	34	17	21	54	24	10	732	35	235
WBGene00000474	cey-3	29	301	1	11	34	41	78	349	34	14	30	21	55	19	387	35	100
WBGene00000475	cey-4	186	237	228	275	205	276	255	619	184	198	619	121	643	336	340	221	444
WBGene00000476	cfi-1	39	0	28	9	10	3	2	0.8	7	28	0.8	29	1	14	0.9	7	3
WBGene00000477	cft-1	1	0.1	2	4	1	2	0.8	0.4	2	0.1	0.4	4	0.4	0.2	1	2	0.6
WBGene00000478	cfz-2	93	0.6	24	10	9	2	0.8	5	6	88	19	62	32	94	0.8	5	38
WBGene00000479	cgh-1	104	363	206	49	65	119	93	911	68	84	23	76	66	90	555	51	146
WBGene00000480	cgp-1	52	41	44	23	31	20	15	65	24	32	11	42	46	33	35	21	85
WBGene00000481	cha-1	1	0.1	11	4	7	2	1	0.5	5	0	0.4	5	0.5	0.3	1	5	0.1
WBGene00000482	chd-3	43	8	24	23	15	21	4	17	16	81	11	35	43	114	5	12	60
WBGene00000483	che-1	0.8	0	1	0.1	0.6	0	0.1	0	0.3	7	2	2	0.6	3	0.2	0.4	0
WBGene00000484	che-2	13	0	6	2	2	0.6	0.5	0.1	2	7	0.4	9	0.1	2	0.3	1	0.8
WBGene00000485	che-3	8	0.2	3	2	2	0.7	0.4	0.2	3	4	0.3	7	0.4	1	0.5	2	0.9
WBGene00000487	che-6	0.7	0	1	0	4	0.2	0.2	0.1	5	0.1	0.2	1	0.1	0.4	0.1	1	0.4
WBGene00000488	che-7	10	0	14	6	6	1	0.7	0.3	5	1	0.1	14	0.3	0.4	0.8	4	1
WBGene00000490	che-11	13	0	5	2	3	1	0.4	0.1	3	5	0.3	10	0.1	2	0.5	2	1
WBGene00000491	che-12	8	0.1	8	4	5	1	0.6	0.3	4	6	1	11	0.8	4	0.7	3	2
WBGene00000492	che-13	19	0.4	5	3	4	1	1	0.3	3	18	2	11	0.9	6	0.8	3	1
WBGene00000493	che-14	31	0.4	2	12	2	7	4	0.4	0.6	21	1	18	2	10	1	1	3
WBGene00000496	chs-1	2	12	0.9	2	3	5	6	131	3	1	0.4	2	0.9	1	86	1	3
WBGene00000497	chs-2	42	0.1	1	16	2	4	2	1	2	6	0.1	45	0.7	1	1	2	2
WBGene00000498	chk-1	6	29	2	8	6	12	4	50	8	9	27	5	33	22	22	10	43
WBGene00000499	chk-2	0.7	6	2	2	2	4	2	7	4	0.7	0.1	2	1	0.6	10	2	4
WBGene00000500	chn-1	46	29	14	13	31	19	11	29	27	57	130	36	102	60	44	24	51
WBGene00000501	cho-1	0.6	0.2	18	8	15	3	1	1	12	0	0.3	5	0.4	0.2	1	9	1
WBGene00000502	chp-1	28	12	13	33	24	37	16	26	29	25	52	26	69	31	45	18	49
WBGene00000503	cht-1	44	5	66	8	4	2	2	89	2	111	188	61	675	272	2	0.6	530
WBGene00000506	cic-1	21	10	10	11	11	10	5	13	13	24	16	19	26	26	18	9	23
WBGene00000507	cit-1.1	28	11	27	10	10	14	3	16	15	25	3	20	10	24	14	12	18
WBGene00000508	cit-1.2	52	5	80	29	36	27	8	33	43	61	16	49	46	73	24	33	46
WBGene00000509	cka-1	23	9	40	12	21	17	8	19	23	19	3	22	10	16	23	17	12
WBGene00000510	cka-2	15	0	23	14	27	9	3	2	16	8	0.5	18	0.4	3	3	13	0.7
WBGene00000511	ckb-1	5	0.6	3	6	7	9	2	1	5	8	4	5	4	8	3	5	2
WBGene00000512	ckb-2	7	5	3	6	13	25	11	4	3	8	6	7	21	12	9	3	15
WBGene00000513	ckb-3	1	0	0.9	1	0	0	0.2	0	0.1	0	0.1	2	0.1	0.2	0.4	0	0.1
WBGene00000514	ckb-4	20	3	4	9	5	16	5	4	4	20	10	13	12	18	6	6	13
WBGene00000515	ckc-1	6	0.4	5	13	9	28	10	4	6	7	3	7	12	6	17	7	5
WBGene00000516	cki-1	234	3	19	21	15	15	7	4	9	419	169	119	66	560	4	10	27
WBGene00000517	cki-2	31	21	21	7	18	12	5	27	17	28	21	24	19	39	17	13	24
WBGene00000518	ckk-1	14	1	43	13	11	4	2	1	9	6	0.5	14	1	3	3	6	3
WBGene00000519	cku-70	8	16	10	9	6	10	5	20	9	8	9	9	20	14	17	6	20
WBGene00000520	cku-80	5	9	7	8	9	8	3	16	13	6	5	6	21	8	19	11	21
WBGene00000521	cky-1	56	0	0.5	9	0.3	3	0.4	0.1	0.1	9	0.1	21	0.1	2	0.1	0	2
WBGene00000522	clc-1	6	0	15	15	23	27	17	15	5	2	0.1	9	0.3	1	19	8	0.1
WBGene00000523	clc-2	66	3	8	12	13	14	1	3	4	66	7	24	4	28	3	8	6
WBGene00000524	clc-3	21	0	13	15	11	8	5	4	7	5	1	21	1	2	4	5	2
WBGene00000525	clc-4	0	0	1	0.2	0	0	0.2	0.3	0.1	0	0.1	0.1	0.4	0	0.8	0.1	0
WBGene00000526	clc-5	114	2	15	13	15	12	1	2	7	95	4	43	3	31	3	8	7
WBGene00000527	cle-1	28	0.3	32	15	13	10	4	11	6	18	0.8	26	0.9	8	13	5	2
WBGene00000528	clh-1	14	1	44	11	56	24	6	26	61	4	0.1	18	0.4	2	15	51	2
WBGene00000529	clh-2	0.9	0.1	18	7	18	3	1	0.7	18	0	0.1	3	0.1	0.1	0.8	11	0.9
WBGene00000530	clh-3	2	6	6	3	13	5	2	9	20	0.6	0.1	2	0.3	0.4	5	15	3
WBGene00000531	clh-4	0.1	0	8	3	0.7	2	1	0.5	0.8	0	0.1	1	0	0	0.9	0.7	0
WBGene00000532	clh-5	34	12	25	23	16	26	8	28	17	43	8	28	22	55	25	15	30
WBGene00000533	clh-6	8	7	7	7	7	8	5	13	7	11	3	6	7	10	13	6	11
WBGene00000534	cpi-2	379	64	104	203	795	110	135	344	356	386	639	280	451	491	115	263	236
WBGene00000535	cpi-1	5	0.4	39	22	238	54	77	137	132	2	1	12	2	0.4	92	68	2
WBGene00000536	clk-1	26	7	29	31	31	30	16	19	44	41	23	29	44	36	29	25	37
WBGene00000537	clk-2	10	5	6	8	11	9	3	17	14	15	2	7	5	11	17	12	5
WBGene00000539	cln-3.1	5	0.1	0.2	6	1	9	3	2	0.4	2	0.1	4	0	1	6	1	0.2
WBGene00000540	cln-3.2	8	6	8	6	10	7	3	8	10	12	14	8	14	14	6	7	9
WBGene00000541	cln-3.3	12	0.4	6	7	9	19	5	1	8	2	0.6	15	3	1	5	12	2
WBGene00000542	clp-1	20	23	136	78	257	84	26	62	145	17	3	63	18	15	36	58	25
WBGene00000543	clp-2	16	6	8	11	12	13	3	11	11	19	3	14	15	20	16	8	11
WBGene00000544	clp-3	0.2	0.4	0.2	0.6	0.6	0.5	1	1	0.7	0.1	0.6	1	1	0.4	2	0.2	2
WBGene00000545	clp-4	11	3	38	16	53	15	5	13	39	9	3	18	6	9	7	22	6
WBGene00000546	clp-6	0.1	0	0.1	0.3	0.5	1	2	2	0.5	0	1	0.3	0.8	0.3	5	0.2	0.4
WBGene00000547	clp-7	43	17	13	16	26	29	12	29	22	16	1	42	4	11	26	12	8
WBGene00000548	clr-1	82	26	51	27	26	19	4	31	27	87	4	70	18	111	23	18	38
WBGene00000549	cls-2	35	12	27	36	27	38	13	56	26	35	15	32	34	39	34	27	53
WBGene00000550	clu-1	67	14	31	81	36	72	16	60	35	65	3	67	11	66	66	35	22
WBGene00000551	clx-1	0	0	1	0	0.3	0	0.1	0	0.4	0	0	0	0	0	0	0	0
WBGene00000552	cmd-1	1009	110	1433	332	302	377	171	186	280	333	46	765	289	274	113	214	370
WBGene00000553	cmk-1	60	0.1	63	14	14	5	2	2	14	13	0.5	51	1	4	2	13	3
WBGene00000554	cnb-1	157	6	155	56	72	42	28	15	50	95	22	146	16	63	21	50	19
WBGene00000555	cnc-1	0	0	0	0.1	0.9	0	0.3	1	6	0	0.2	0	0	0	0	1	0
WBGene00000556	cnc-2	1	0	0.8	4	0.3	4	3	3	0.1	0	0	2	0	0.1	6	0.2	0
WBGene00000557	cnc-3	90	0	5	75	5	47	17	12	2	4	0.9	66	0	0.9	4	2	0.9
WBGene00000558	cnc-4	2	0	10	28	1	8	45	42	1	0	0.1	12	0	0	8	0.2	0.1
WBGene00000559	cnc-5	0	0	0	0	12	0	0	0	17	0	0.7	0	0	0.2	0	12	0
WBGene00000560	cnc-6	0.1	0.1	7	2	63	0.3	0	8	54	0	0	2	0	0	0.3	158	0
WBGene00000561	cnd-1	37	0	2	6	4	0.4	0.3	0.6	6	112	25	21	34	99	0.1	2	28
WBGene00000562	cng-1	3	0.5	1	0.9	0.3	0.4	0.4	0.4	0.6	3	1	3	3	2	0.5	0.4	2
WBGene00000563	cng-3	1	0.1	1	0.2	0.8	0.6	0.2	0	0.7	0	0.1	2	0.1	0.3	0.3	0.6	0.2
WBGene00000564	cnk-1	26	11	35	9	11	8	5	18	10	25	4	20	16	27	9	7	24
WBGene00000565	cnt-1	23	9	15	22	21	18	6	27	14	18	4	29	11	18	12	11	17
WBGene00000566	cnt-2	45	10	16	13	13	10	5	19	10	44	14	45	25	58	11	8	39
WBGene00000567	cnx-1	148	48	79	90	90	101	43	76	123	137	83	129	151	155	97	86	133
WBGene00000583	cof-2	11	0	4	6	2	3	2	0.7	2	12	0.6	12	0.4	5	2	1	1
WBGene00000584	cog-1	41	1	18	4	7	5	3	0.9	7	20	3	21	4	13	1	4	3
WBGene00000585	cogc-2	23	10	6	13	12	20	10	18	14	32	3	14	12	34	29	11	10
WBGene00000591	coh-1	63	11	24	14	11	9	3	17	10	107	12	52	23	132	7	7	64
WBGene00000592	coh-3	4	11	2	2	5	8	4	17	13	4	1	3	4	2	18	7	12
WBGene00000593	col-2	0	0.9	0	0	6951	0.4	0.6	0.2	51	0	0.3	0.3	0.1	0	0.6	15	0.2
WBGene00000594	col-3	0.9	0	2	2	0.5	11	2	0	1	0	0	5	0	0	1	0.8	0
WBGene00000596	col-7	0	0	0	0	0.3	0.4	8	1	0.3	0	0	0.2	0	0	13	0.6	0
WBGene00000597	col-8	0	5	1	0.2	3	1	59	594	2	0	0.9	0.6	1	0.2	915	0.3	0.4
WBGene00000598	col-9	0.1	0	0.1	0	1	0	0.2	0	0.2	0	0.3	0.5	0.3	0.1	0	0	0.2
WBGene00000599	col-10	37	2	26	440	234	786	524	11	11	2	0.6	261	0.3	0.2	32	8	2
WBGene00000601	col-12	0	0.1	0.6	13	2	44	183	5	0.8	0	0.1	9	0.4	0	41	0.1	0.1
WBGene00000602	col-13	0	0	0.1	10	1	48	72	3	0.7	0	0	1	0.3	0	33	0.2	0.1
WBGene00000603	col-14	20	0.1	2	71	222	84	433	8	3	1	0.6	123	0.3	1	29	3	5
WBGene00000606	col-17	0	0.8	0	1243	3	213	272	6	2	0	0.1	0.5	0	0.1	9	0.7	0.1
WBGene00000608	col-19	0	6	0.6	0.5	4	2	143	710	1	0	0.1	0.2	0	0	1150	0.1	0
WBGene00000609	col-20	0	8	0.2	0.8	3	2	116	803	1	0	0	0	0	0.2	1145	0	0
WBGene00000610	col-33	1	0	0	4	82	0.4	3	0.1	6	0	0.2	6	0.8	0.2	0.4	0.8	0.4
WBGene00000611	col-34	27	0	12	52	57	13	56	7	9	2	0.7	47	1	0.8	7	6	4
WBGene00000612	col-35	0.2	0	0.2	0	115	0.2	0.1	0.1	4	0	0	0.8	0	0	0	1	0
WBGene00000613	col-36	0.6	0	0.1	0.4	1308	1	0.4	0.2	85	0	0.5	0.7	0	0	0.3	9	0.1
WBGene00000614	col-37	0	0	0	0	2790	0.2	0.6	0	41	0	0	0	0	0	0.4	11	0
WBGene00000615	col-38	0.6	3	0.4	0.8	2	228	1165	23	3	0.4	3	1	4	0.6	50	1	4
WBGene00000616	col-39	0.4	0.3	117	51	10	203	166	18	4	0.6	0	18	0.7	0.4	96	3	2
WBGene00000617	col-40	0	0	0	0	4527	0.1	0.8	0.2	44	0	0	0.3	0	0.1	0.3	12	0
WBGene00000618	col-41	0.3	1	0.7	610	3	74	11	2	1	0.3	0.1	0.6	0.2	0.5	1	0.5	0.4
WBGene00000620	col-43	0.2	0	0	0	1344	2	4	3	80	0.5	0	0.5	0.4	0.5	2	8	0.3
WBGene00000621	col-44	0.1	0	0.1	0	211	0	0.4	0	6	0	0.1	0.6	0.3	0	0.2	1	0
WBGene00000622	col-45	0	0.1	0.2	0	93	0.3	0.3	0.3	8	0	0	0.3	0.3	0.1	0.5	3	0
WBGene00000623	col-46	2	0	0.1	35	3	12	2	0.1	0.2	0.6	0.5	2	0.4	0.5	0.2	0.3	0.7
WBGene00000624	col-47	1	0	0.1	4	0.6	3	1	0	0.4	0.3	0.2	1	0	0.5	0	0	0
WBGene00000625	col-48	26	0.2	1	98	175	66	429	10	6	3	0.6	157	2	2	14	4	6
WBGene00000626	col-49	0	0	0.2	0.4	0.7	29	437	7	0.1	0	0	0.1	0	0	14	0.2	0
WBGene00000627	col-50	0	0.1	0	0	362	0	0.3	0	33	0	0	0.2	0	0.1	0	9	0
WBGene00000628	col-51	0	0.2	0.1	0	1352	0.1	0.5	0.1	18	0	0	0.5	0.1	0	0.2	7	0
WBGene00000629	col-52	0	0	4	0	0.6	0.1	0.2	0	0	0.1	0.1	0.5	0	0.1	0	0.1	0.4
WBGene00000630	col-53	8	0	5	3	2	2	1	0.7	0.8	1	0.5	9	1	2	1	0.5	2
WBGene00000631	col-54	3	0	0.1	49	0.1	36	6	0.2	0.2	0	0.6	20	0.2	0.3	0.3	0	0.2
WBGene00000632	col-55	0	0	0.1	0.1	0	0	0.3	0	0.1	0	0.1	0.4	0.1	0.1	0.3	0	0
WBGene00000633	col-56	15	0	0.2	0.8	0.5	0.2	0.6	0	0	2	0.4	12	0	0.6	0	0	0.3
WBGene00000634	col-58	0.8	0.4	0.5	11	2	7	36	0.7	0.1	0	0	16	0.3	0	3	0	0.2
WBGene00000636	col-60	0	0.1	0.2	0.4	0.2	1	208	5	0.4	0	0.1	0.4	0.1	0.2	27	0.3	0.3
WBGene00000637	col-61	0.3	0	0.7	3	12	2	5	0.2	0.5	0	0.1	2	0.1	0.2	0.9	0.2	0.1
WBGene00000638	col-62	0	0	0.2	0	0.2	0.2	4	0.6	0.4	0	0	0	0	0	7	0.8	0
WBGene00000639	col-63	0.1	0.3	0.1	0.2	0	21	349	9	0.1	0.2	1	1	2	0.5	15	0	3
WBGene00000640	col-64	1	0	0.5	0	0.9	0.2	0.7	0.3	0.5	2	0.1	0.8	0.8	0.9	0.2	0.2	0.5
WBGene00000641	col-65	35	0.1	3	80	19	22	129	4	1	0.4	0.1	179	0.1	0	9	0.5	3
WBGene00000642	col-66	0	0	0.1	0	0	0	0.3	0	0	0	0.5	0.2	0	0	0	0	0.1
WBGene00000644	col-68	12	2	0.2	2	18	2	9	1	2	3	0.5	9	2	0.7	2	0.8	2
WBGene00000645	col-69	4	0	2	4	0.5	2	3	0.3	0.2	0.3	0	10	0.1	0.2	0.7	0.2	0.2
WBGene00000646	col-70	0	0	0.1	0.1	0	0.1	5	0.4	0	0	0.1	0.2	0.2	0	0.7	0	0.2
WBGene00000647	col-71	0.4	2	0.1	2	0.8	73	683	13	2	0.9	3	0.9	1	0.9	21	1	0.4
WBGene00000648	col-72	0	0	0.8	0	176	0	0.2	0.1	4	0	0	0.4	0.2	0	0	1	0
WBGene00000649	col-73	0	2	0	563	3	218	1064	16	2	0	0	0.3	0.1	0.1	34	0.9	0
WBGene00000650	col-74	377	0.1	4	0.2	0	0.5	1	1	0.2	5	0.5	1139	0.5	2	0.5	0.3	24
